"geometry"
"POINT(16.490935510114376 59.36835666193741)"
"POINT(15.239931796799269 59.2932246167634)"
"POINT(15.239504311265065 59.29487966290434)"
"POINT(15.245511409135673 59.2903079128766)"
"POINT(15.245397664449417 59.292761106915215)"
"POINT(15.23800743616649 59.29346445141598)"
"POINT(15.243263962765246 59.29209377311433)"
"POINT(15.244669843065305 59.29256734881142)"
"POINT(15.240016648043353 59.2928591580889)"
"POINT(15.2454645395936 59.292566453917935)"
"POINT(15.24220875358286 59.29510019277623)"
"POINT(15.237877820828574 59.293209960663255)"
"POINT(15.239432913625327 59.29445421293848)"
"POINT(15.247485171680747 59.295071591901134)"
"POINT(15.242371663883155 59.29186329182881)"
"POINT(15.23805892890355 59.293141543827204)"
"POINT(15.241207041114684 59.28908304402564)"
"POINT(15.241779601783366 59.290983685558196)"
"POINT(15.23719222988896 59.29227485107509)"
"POINT(15.239653906238981 59.29470925105443)"
"POINT(15.242981093775901 59.292834125934434)"
"POINT(15.245380102460826 59.29474409867288)"
"POINT(15.248194992318664 59.2943111510013)"
"POINT(15.247238387312498 59.29329919846914)"
"POINT(15.239856163430431 59.29244093590371)"
"POINT(15.24365969173556 59.29307443841627)"
"POINT(15.242350164200703 59.28893758179673)"
"POINT(15.247258564789226 59.29455530273783)"
"POINT(15.242518218731133 59.293148589802804)"
"POINT(15.24237167311846 59.29311680809554)"
"POINT(15.241526366017617 59.29551485310374)"
"POINT(15.239551836250962 59.291826549367)"
"POINT(15.245292306185796 59.291524772129655)"
"POINT(15.2396975579583 59.29224570177681)"
"POINT(15.246076630160628 59.291660711942924)"
"POINT(15.2411039474155 59.29409177156836)"
"POINT(15.24673600124908 59.291889076392906)"
"POINT(15.243175678855884 59.29040681040422)"
"POINT(15.24058284702615 59.289768768457385)"
"POINT(15.248513429941438 59.29499841146037)"
"POINT(15.242331245385964 59.29149746148293)"
"POINT(15.241961288479459 59.29157438732663)"
"POINT(15.24442754211079 59.29079084794837)"
"POINT(15.240084105810778 59.29413137282915)"
"POINT(15.243672524234617 59.294552520895785)"
"POINT(15.239556901836144 59.290833637831994)"
"POINT(15.239587847578827 59.29507594520055)"
"POINT(15.239329663137426 59.290368716014115)"
"POINT(15.241691600714354 59.28872377310061)"
"POINT(15.240214705639092 59.29045026459089)"
"POINT(15.241520897486625 59.292726217198854)"
"POINT(15.242843157044879 59.29171770602371)"
"POINT(15.245865096363534 59.29098626570168)"
"POINT(15.24155320923802 59.293621140876446)"
"POINT(15.241950552788735 59.29024310395292)"
"POINT(15.243595439465846 59.29179468956499)"
"POINT(15.240697092132137 59.29434499031497)"
"POINT(15.248716168617335 59.295322404851525)"
"POINT(15.240797450164317 59.29346021518082)"
"POINT(15.240281791725863 59.294212093374504)"
"POINT(15.239047733516903 59.293872600675506)"
"POINT(15.24604451569428 59.29197715025379)"
"POINT(15.243376308076805 59.28928938873432)"
"POINT(15.24043060942674 59.28898108729624)"
"POINT(15.239179534738762 59.291651974594686)"
"POINT(15.244158156952269 59.293631615826285)"
"POINT(15.242547648943248 59.29523419728868)"
"POINT(15.248994744385854 59.29498142438986)"
"POINT(15.241564926030735 59.293949348035206)"
"POINT(15.244538791713394 59.289699863148726)"
"POINT(15.245642725218444 59.29197417121661)"
"POINT(15.245075580128377 59.294758541021785)"
"POINT(15.240172256771135 59.28981039025416)"
"POINT(15.244699105958107 59.29317158503726)"
"POINT(15.24021358697233 59.289689285780135)"
"POINT(15.24705361298799 59.29445777584114)"
"POINT(15.244264761102471 59.29338843684337)"
"POINT(15.241457634177817 59.29180751113859)"
"POINT(15.243731817703136 59.29314639945492)"
"POINT(15.238487643549561 59.29256814871585)"
"POINT(15.239538132210992 59.2930674125871)"
"POINT(15.243703442563698 59.29144687075761)"
"POINT(15.240806945784293 59.294652272700766)"
"POINT(15.24715478785177 59.29419040198394)"
"POINT(15.240450438125695 59.289439776221265)"
"POINT(15.240807445310882 59.293169607215255)"
"POINT(15.239349035716188 59.29085715640515)"
"POINT(15.244111773486601 59.2938199333884)"
"POINT(15.247457167327147 59.29536228268126)"
"POINT(15.240507556200512 59.2888588703715)"
"POINT(15.238717607617374 59.2923549444602)"
"POINT(15.239960342142833 59.29231404662708)"
"POINT(15.245008450201434 59.29016322043781)"
"POINT(15.238466247460414 59.291937487467635)"
"POINT(15.240599991817923 59.288518043679346)"
"POINT(15.241607614324808 59.29472002953356)"
"POINT(15.242743633163071 59.290162520637885)"
"POINT(15.242491706660736 59.292602005654686)"
"POINT(15.243899847817284 59.295517859736755)"
"POINT(15.239421431274952 59.28979329608323)"
"POINT(15.24749497649591 59.293864083376164)"
"POINT(15.239752874533723 59.29079279991729)"
"POINT(15.246017180704248 59.2936982500787)"
"POINT(15.244519789172976 59.29442914708619)"
"POINT(15.23880311878268 59.292886243938604)"
"POINT(15.24062102405061 59.29024769045864)"
"POINT(15.240605613762725 59.291648707804256)"
"POINT(15.241598270163516 59.29071448584352)"
"POINT(15.241843531950822 59.294796459643926)"
"POINT(15.239373814142434 59.294870803154595)"
"POINT(15.242476032325435 59.294474999543155)"
"POINT(15.238259088368698 59.29149077623423)"
"POINT(15.244419524509846 59.29427688560176)"
"POINT(15.241671342560815 59.29413673977354)"
"POINT(15.243460511380976 59.29002146491395)"
"POINT(15.243799813845113 59.29442740686326)"
"POINT(15.244250019802193 59.29363118371039)"
"POINT(15.246981836583245 59.294469350784965)"
"POINT(15.24081982294633 59.29539011810804)"
"POINT(15.241254609177465 59.294399579682626)"
"POINT(15.239100237177288 59.29083482069571)"
"POINT(15.241414683288182 59.29460349205739)"
"POINT(15.239624608488832 59.29094093423489)"
"POINT(15.242418313903347 59.2949441625229)"
"POINT(15.242739887121767 59.290869492602745)"
"POINT(15.242714586693294 59.28991625435657)"
"POINT(15.240139079029378 59.29114276843033)"
"POINT(15.239762803636394 59.29349174325491)"
"POINT(15.239876756785614 59.294936657924836)"
"POINT(15.24141979943882 59.29013839142836)"
"POINT(15.242341398177015 59.29030222321432)"
"POINT(15.240214965152127 59.288897797003585)"
"POINT(15.246241458949397 59.294039380907584)"
"POINT(15.246079996479223 59.29541888414958)"
"POINT(15.23982634602895 59.29350724823702)"
"POINT(15.240507360313858 59.29229365986149)"
"POINT(15.244936140932818 59.29229459427532)"
"POINT(15.246519259642632 59.29267625335736)"
"POINT(15.245531790417346 59.29462123918899)"
"POINT(15.240416061339868 59.29311742505003)"
"POINT(15.239353677491378 59.2916711918903)"
"POINT(15.24126339621866 59.29493123381)"
"POINT(15.248302453212796 59.29516421974502)"
"POINT(15.247607353286815 59.29311382468024)"
"POINT(15.247540113738212 59.29292908983099)"
"POINT(15.244806971534155 59.292768566147274)"
"POINT(15.240178460659825 59.29420190613091)"
"POINT(15.239435864605241 59.291279677393916)"
"POINT(15.246922846020666 59.293596474970556)"
"POINT(15.239048586035517 59.293904072209635)"
"POINT(15.240718969409949 59.29296364749699)"
"POINT(15.245164629352937 59.2937561496402)"
"POINT(15.24540815068365 59.29390808212994)"
"POINT(15.239562847666578 59.293994595747755)"
"POINT(15.237257402422696 59.29244036673883)"
"POINT(15.243961080879316 59.292338330948546)"
"POINT(15.240150643687185 59.29069835568789)"
"POINT(15.239317901286917 59.293360519626404)"
"POINT(15.246775190775537 59.29504380105581)"
"POINT(15.240224009042025 59.28978182450512)"
"POINT(15.247530498398241 59.292961162450176)"
"POINT(15.237512791006125 59.29233642999637)"
"POINT(15.246708619710978 59.295303115107224)"
"POINT(15.239776213204575 59.29355986132081)"
"POINT(15.238605905277543 59.29132904659067)"
"POINT(15.245197155855744 59.29535256457733)"
"POINT(15.244467279782475 59.29424001327237)"
"POINT(15.242126474543907 59.29503296860683)"
"POINT(15.24035920065972 59.294605786944324)"
"POINT(15.241844151449662 59.2918454227928)"
"POINT(15.242152620171185 59.295257932452)"
"POINT(15.240797863863026 59.29150261020662)"
"POINT(15.243901440613946 59.29161550062575)"
"POINT(15.24559745047868 59.294494309979356)"
"POINT(15.24120151546184 59.289885304513525)"
"POINT(15.241757148816177 59.29228364413426)"
"POINT(15.244676561884047 59.292640409465434)"
"POINT(15.24628542565622 59.2936539770504)"
"POINT(15.245240630074603 59.295139717354715)"
"POINT(15.23884918671599 59.290653466034655)"
"POINT(15.24227762674335 59.290443158834016)"
"POINT(15.24418074825217 59.2907623110221)"
"POINT(15.237544088113461 59.292846642550195)"
"POINT(15.240309163952276 59.29340981614721)"
"POINT(15.245434079246118 59.29173023780426)"
"POINT(15.242462816912303 59.292713758596086)"
"POINT(15.245349205223834 59.29268314714827)"
"POINT(15.24558055880591 59.293404797717685)"
"POINT(15.243217168297946 59.29466659882319)"
"POINT(15.239583004275953 59.291955747132235)"
"POINT(15.239567619723573 59.290343742531476)"
"POINT(15.240866838920414 59.29318755222856)"
"POINT(15.2428473542375 59.29072793385232)"
"POINT(15.2419149868192 59.29274818468624)"
"POINT(15.238302612951165 59.29317542045177)"
"POINT(15.24148736284818 59.293683136021464)"
"POINT(15.24508151256476 59.290822866840266)"
"POINT(15.242268997515769 59.29052978154332)"
"POINT(15.244490462531811 59.29282846216232)"
"POINT(15.241333887211029 59.28949193639503)"
"POINT(15.242390195636192 59.291363743330486)"
"POINT(15.247202685318987 59.29243912200648)"
"POINT(15.244211089146903 59.28972901543223)"
"POINT(15.244967211541697 59.29105619585017)"
"POINT(15.242578462753034 59.29079364052174)"
"POINT(15.23889805264324 59.29226984118179)"
"POINT(15.241535830597051 59.28918447527135)"
"POINT(15.245108591019278 59.29544434399674)"
"POINT(15.238987189659632 59.29427859034628)"
"POINT(15.240726861053437 59.29268314754432)"
"POINT(15.24682337370742 59.29328015738198)"
"POINT(15.241815149391572 59.29412534927056)"
"POINT(15.245459145726263 59.29317868130872)"
"POINT(15.242754259872521 59.29062267664888)"
"POINT(15.24211929392598 59.29466309618855)"
"POINT(15.241489790137564 59.29249810081224)"
"POINT(15.239208326465649 59.29140483146301)"
"POINT(15.241924351874966 59.291283260385306)"
"POINT(15.23958906855803 59.29360091862939)"
"POINT(15.238620720280943 59.293236330892896)"
"POINT(15.246394422161396 59.29133941859374)"
"POINT(15.248215550042907 59.2948874534419)"
"POINT(15.2460750439916 59.29100597991885)"
"POINT(15.240154852598055 59.291835830424965)"
"POINT(15.244836017175766 59.289965342647875)"
"POINT(15.248140163002367 59.29532006622286)"
"POINT(15.247762071158377 59.29493401267892)"
"POINT(15.240806400292584 59.28883390392544)"
"POINT(15.246731356773859 59.29269640385259)"
"POINT(15.243902834733738 59.2944054765285)"
"POINT(15.247622335976711 59.29403510290313)"
"POINT(15.2414741591679 59.290623198863564)"
"POINT(15.241590536397032 59.2955640285452)"
"POINT(15.243292289838287 59.292001524923315)"
"POINT(15.24095087725899 59.292880319630115)"
"POINT(15.24100397456335 59.2938374181227)"
"POINT(15.246367354303459 59.29211537799994)"
"POINT(15.240541469156156 59.29075544213272)"
"POINT(15.241189903677101 59.29452758864239)"
"POINT(15.246649776566416 59.29484598784439)"
"POINT(15.24208352213076 59.293335404604505)"
"POINT(15.248118731747576 59.29426528785878)"
"POINT(15.244941087823122 59.295382222920814)"
"POINT(15.243657921622612 59.28973695442338)"
"POINT(15.241245646102211 59.29412994266426)"
"POINT(15.241185007370863 59.28942370676038)"
"POINT(15.242276700982957 59.29069155398386)"
"POINT(15.24765209517406 59.295368885989824)"
"POINT(15.245111642241454 59.29535186877241)"
"POINT(15.242608261052304 59.29047055442272)"
"POINT(15.242403375846957 59.28915698751768)"
"POINT(15.246079365132836 59.292743262725025)"
"POINT(15.245880467390325 59.2922262612055)"
"POINT(15.246045405103903 59.291847604078676)"
"POINT(15.237732355092295 59.292319101703924)"
"POINT(15.241070480578546 59.29339468449308)"
"POINT(15.24456232823039 59.291597534977626)"
"POINT(15.238401042334104 59.29167095110337)"
"POINT(15.247485982232602 59.29297053473313)"
"POINT(15.243780684773835 59.29305194126285)"
"POINT(15.242726767102617 59.29355424594783)"
"POINT(15.242595760029221 59.290925353098956)"
"POINT(15.2426650147047 59.29362906618273)"
"POINT(15.242619173237898 59.29028374316727)"
"POINT(15.238021436766314 59.29201491276254)"
"POINT(15.246402962964552 59.291966380921494)"
"POINT(15.241082360840482 59.29489110938829)"
"POINT(15.241069367119826 59.293300471868896)"
"POINT(15.242672085862724 59.29184226770297)"
"POINT(15.248814116733227 59.29478307685209)"
"POINT(15.239153895430267 59.29138754057676)"
"POINT(15.2394653886912 59.29048281717253)"
"POINT(15.240189102626976 59.29206538230648)"
"POINT(15.241389303314365 59.29098839752637)"
"POINT(15.245838607209864 59.29205754932763)"
"POINT(15.246909846755702 59.29210527001409)"
"POINT(15.239367561789832 59.290476185761804)"
"POINT(15.242034010970714 59.293649545518086)"
"POINT(15.242665550519579 59.288968950342486)"
"POINT(15.243626082340201 59.289592191466774)"
"POINT(15.173229073252818 59.29924231063563)"
"POINT(15.174926309661322 59.299355139161136)"
"POINT(15.175559902657433 59.301586016723114)"
"POINT(15.173969013647714 59.29965217049581)"
"POINT(15.170727339202836 59.3019093592621)"
"POINT(15.17564215250284 59.29919957735042)"
"POINT(15.171672068187807 59.30235849053527)"
"POINT(15.172594824425786 59.30021671204511)"
"POINT(15.176559087769277 59.30119259967955)"
"POINT(15.172883350711428 59.303931796037226)"
"POINT(15.171540817251067 59.30344049031074)"
"POINT(15.174451974916499 59.30066042099958)"
"POINT(15.17015793037467 59.30087892508798)"
"POINT(15.171657739766754 59.30295657945283)"
"POINT(15.170145234484396 59.303472493552974)"
"POINT(15.166926554674228 59.3018643443798)"
"POINT(15.177416450253252 59.30157536591149)"
"POINT(15.166356015572251 59.30181823578031)"
"POINT(15.171726781142702 59.301615342437174)"
"POINT(15.176215925209894 59.29952669359965)"
"POINT(15.1706184305737 59.303002467054384)"
"POINT(15.170201428112264 59.300137211768295)"
"POINT(15.175346038714405 59.29930542588057)"
"POINT(15.169049261907949 59.30209243847521)"
"POINT(15.175473005733451 59.30341924853276)"
"POINT(15.175575404144698 59.30047573304298)"
"POINT(15.176804702954325 59.303249349983645)"
"POINT(15.176488179181034 59.30347644915576)"
"POINT(15.166573231926959 59.30129105948658)"
"POINT(15.177043889935073 59.2997085534876)"
"POINT(15.169621635670978 59.302471282718294)"
"POINT(15.176956982373342 59.301930220310126)"
"POINT(15.168890264773255 59.30306230959431)"
"POINT(15.174678787490109 59.30263486482026)"
"POINT(15.170246591163613 59.30174229312048)"
"POINT(15.167090503251913 59.302205439459826)"
"POINT(15.175974256832566 59.29988909674801)"
"POINT(15.177069745640255 59.30139054631883)"
"POINT(15.173010011756293 59.30004426988552)"
"POINT(15.174643957937217 59.301090494081194)"
"POINT(15.171588413822844 59.302977290303716)"
"POINT(15.17387643948219 59.30092665291811)"
"POINT(15.168591076794188 59.30128495294104)"
"POINT(15.172386027770845 59.301166183348926)"
"POINT(15.177624031468886 59.30250020219532)"
"POINT(15.17094327143234 59.300169511583235)"
"POINT(15.169319806408724 59.2998107695463)"
"POINT(15.167599321881953 59.30177962844806)"
"POINT(15.172307831613411 59.30075187348206)"
"POINT(15.171261635697764 59.30353993620783)"
"POINT(15.175979888387007 59.301212630113874)"
"POINT(15.167852767131297 59.30012456604994)"
"POINT(15.174311412188013 59.30165263195834)"
"POINT(15.177578072380415 59.30199806898407)"
"POINT(15.175028199187945 59.30187668154664)"
"POINT(15.17019586627208 59.30307966676482)"
"POINT(15.171491508427923 59.30107769752681)"
"POINT(15.170869569895368 59.30377477212475)"
"POINT(15.170008917039505 59.30134232207927)"
"POINT(15.172691354416306 59.30271673710365)"
"POINT(15.171302039055405 59.30345817222848)"
"POINT(15.17241174662976 59.29932510149907)"
"POINT(15.167582543214436 59.3019469905468)"
"POINT(15.169972023281215 59.30239306426581)"
"POINT(15.174824424634894 59.30120280452407)"
"POINT(15.167790770959323 59.302122373637744)"
"POINT(15.175422856497532 59.29930707466485)"
"POINT(15.173637369081034 59.301576968775755)"
"POINT(15.177085678244723 59.299183303003446)"
"POINT(15.167824906153061 59.302575065614754)"
"POINT(15.167286575147743 59.30074886371194)"
"POINT(15.176054809102704 59.2989805035573)"
"POINT(15.171869360392622 59.303944060392276)"
"POINT(15.16665400937309 59.30152166918414)"
"POINT(15.167648167752557 59.30064275512371)"
"POINT(15.167336841557724 59.300513306351036)"
"POINT(15.178291289148701 59.303349372639644)"
"POINT(15.176280994592899 59.301500342629225)"
"POINT(15.172696818421759 59.30044567184835)"
"POINT(15.174047479279741 59.30262168105315)"
"POINT(15.174634551503157 59.300168045277644)"
"POINT(15.174780338916168 59.30102941819223)"
"POINT(15.173406818267 59.29910490773843)"
"POINT(15.170586951671211 59.303195555902484)"
"POINT(15.17553103776805 59.29952027373381)"
"POINT(15.168463667832492 59.30132447574623)"
"POINT(15.17405710292912 59.303034259404946)"
"POINT(15.170855324395179 59.29956192842894)"
"POINT(15.174928488794713 59.30353485475105)"
"POINT(15.17703311780428 59.30225219511565)"
"POINT(15.170108819399928 59.30053394390082)"
"POINT(15.17565575993245 59.3017852556002)"
"POINT(15.171810293474667 59.303008948623955)"
"POINT(15.172118922925582 59.302880129297)"
"POINT(15.174368470735942 59.30325037182512)"
"POINT(15.167873338302185 59.300612907470814)"
"POINT(15.176935669595746 59.29965212694889)"
"POINT(15.174069640727433 59.3030848484973)"
"POINT(15.170285872878322 59.30205164949641)"
"POINT(15.167998577662607 59.30133375612231)"
"POINT(15.166690569017053 59.3009056777922)"
"POINT(15.175882418250797 59.29933789686139)"
"POINT(15.175333218456522 59.30190848803477)"
"POINT(15.170163570750239 59.30182119734456)"
"POINT(15.169719687538421 59.301409149769206)"
"POINT(15.175622232305757 59.302458349812916)"
"POINT(15.173688179372926 59.30184959723793)"
"POINT(15.175161178885832 59.29939899145376)"
"POINT(15.17638204731094 59.30123470945456)"
"POINT(15.178109577620086 59.3029532626499)"
"POINT(15.174612376551398 59.299825940497925)"
"POINT(15.168278789150857 59.301476511111694)"
"POINT(15.170243973961325 59.29966115003821)"
"POINT(15.165696120457678 59.30099888593719)"
"POINT(15.17672623970431 59.29998981712966)"
"POINT(15.174111421554116 59.30380665546147)"
"POINT(15.166868973263407 59.30156436970974)"
"POINT(15.175865539883487 59.303421760639445)"
"POINT(15.177979952223208 59.30236097652651)"
"POINT(15.171074825533813 59.30062213312414)"
"POINT(15.169720190320248 59.30177789800116)"
"POINT(15.166989376091626 59.30212434058408)"
"POINT(15.172782907675298 59.30226973258013)"
"POINT(15.17522994413845 59.302050004869145)"
"POINT(15.172623476550582 59.29984092122288)"
"POINT(15.172389683223859 59.303340708947836)"
"POINT(15.16553095175474 59.301462761891564)"
"POINT(15.171559752218208 59.30280277379002)"
"POINT(15.17628391023147 59.30089809139013)"
"POINT(15.170386643810085 59.30041816674545)"
"POINT(15.174116172983949 59.300016986480344)"
"POINT(15.168045490479738 59.3020257832482)"
"POINT(15.169918475200497 59.30007980191317)"
"POINT(15.1760055574596 59.29989026326907)"
"POINT(15.176012736376052 59.29901788751962)"
"POINT(15.171675614726713 59.30353346601059)"
"POINT(15.177353228460834 59.30314070643953)"
"POINT(15.173632971554957 59.301261254964075)"
"POINT(15.176316453805407 59.30211951956441)"
"POINT(15.16808603546045 59.302187143084694)"
"POINT(15.177319220450801 59.30130393651419)"
"POINT(15.16881768641771 59.30035497540409)"
"POINT(15.169943690024395 59.30310586621666)"
"POINT(15.175274627787857 59.29973038425141)"
"POINT(15.169086994106351 59.302214933855915)"
"POINT(15.169173565009714 59.29983955437478)"
"POINT(15.177653937533584 59.30247545497652)"
"POINT(15.168772805483817 59.301104188035524)"
"POINT(15.177269529642176 59.30277498075265)"
"POINT(15.16940015776027 59.30336056709244)"
"POINT(15.171540882898245 59.30393225268022)"
"POINT(15.174677503369164 59.302792953483554)"
"POINT(15.166884452045997 59.30160765823545)"
"POINT(15.17213439474696 59.301553746602124)"
"POINT(15.171930699157052 59.30247823733078)"
"POINT(15.17138714594586 59.29944792323191)"
"POINT(15.174125856689077 59.303745536013466)"
"POINT(15.169235711270213 59.30078911235641)"
"POINT(15.173562168707072 59.30038750024413)"
"POINT(15.172763335522971 59.30044291832426)"
"POINT(15.172729549190418 59.303232537552944)"
"POINT(15.176695531066517 59.30135712521052)"
"POINT(15.173753498712536 59.30188660198347)"
"POINT(15.175791400823492 59.29905956062349)"
"POINT(15.170195548946724 59.300428563972496)"
"POINT(15.17604725181086 59.300757051990416)"
"POINT(15.17698642747464 59.29883137122456)"
"POINT(15.171719531360408 59.30049845082692)"
"POINT(15.173294545970226 59.29920885153579)"
"POINT(15.171199262306624 59.30219267597648)"
"POINT(15.172846421013329 59.3026967562955)"
"POINT(15.170435053653227 59.30125232214756)"
"POINT(15.176420491045416 59.303417560673815)"
"POINT(15.174035836721252 59.30230695965707)"
"POINT(15.175880125052783 59.299091371997164)"
"POINT(15.17678170914117 59.30137660795352)"
"POINT(15.168731210734142 59.301626841653366)"
"POINT(15.166364631168376 59.30054280018087)"
"POINT(15.176810459909696 59.298841212828854)"
"POINT(15.174708318324193 59.30109453840124)"
"POINT(15.174492842251516 59.30243297849778)"
"POINT(15.175535699449242 59.302611588861474)"
"POINT(15.171016375818434 59.30273921526395)"
"POINT(15.175913561470232 59.30348641002495)"
"POINT(15.17629866479815 59.302241159482186)"
"POINT(15.17417563162124 59.30170502058956)"
"POINT(15.172149923960347 59.30009738837946)"
"POINT(15.1696669649513 59.30133203570804)"
"POINT(15.172121017038686 59.301398771323825)"
"POINT(15.17562651327285 59.302288908921824)"
"POINT(15.166932717380563 59.30032311866854)"
"POINT(15.173309052506637 59.3032223324566)"
"POINT(15.173188817808843 59.303415836675306)"
"POINT(15.169570326464557 59.3005250640832)"
"POINT(15.174276674746514 59.30059101859088)"
"POINT(15.167070502387428 59.30044744308007)"
"POINT(15.174867273561427 59.30112999361976)"
"POINT(15.16738517048088 59.30085487082536)"
"POINT(15.17502050045054 59.303436815458596)"
"POINT(15.171141740707382 59.30167429183779)"
"POINT(15.173239830119467 59.302436700686876)"
"POINT(15.175541197176132 59.301868666847575)"
"POINT(15.175861201216506 59.303136430102704)"
"POINT(15.17236881402774 59.30070355680159)"
"POINT(15.174042983635005 59.29980595126795)"
"POINT(15.17697361811573 59.301923338189084)"
"POINT(15.17068345423304 59.30012553889855)"
"POINT(15.174322293501485 59.30155585445907)"
"POINT(15.169895463624668 59.30116224296905)"
"POINT(15.17124604450117 59.30385537949234)"
"POINT(15.17283785620709 59.30107742258896)"
"POINT(15.176613216302274 59.30225804764251)"
"POINT(15.171820630231286 59.302313055905785)"
"POINT(15.168191067057867 59.30158427918281)"
"POINT(15.169721846642918 59.29996000523275)"
"POINT(15.175780102926632 59.30008776667146)"
"POINT(15.170752308892144 59.30166699773219)"
"POINT(15.171689930909267 59.30207209567584)"
"POINT(15.167871604605274 59.30024366028294)"
"POINT(15.1751368444085 59.300543561108924)"
"POINT(15.176910795346327 59.30178364257865)"
"POINT(15.175300109306356 59.299004034576896)"
"POINT(15.17758917094627 59.30285346316599)"
"POINT(15.172414205629465 59.30043746095557)"
"POINT(15.16544900706321 59.301110805825424)"
"POINT(15.171708716723565 59.30049797577843)"
"POINT(15.172876228530276 59.30104241040701)"
"POINT(15.166384952252738 59.30170867985599)"
"POINT(15.177605822049866 59.30234289016452)"
"POINT(15.169550827173246 59.30219186237375)"
"POINT(15.176968780140633 59.30195730250896)"
"POINT(15.1709189930051 59.30033443111883)"
"POINT(15.176924130883947 59.30128711878409)"
"POINT(15.16871327698784 59.30163830343473)"
"POINT(15.171381987732895 59.300993500589314)"
"POINT(15.172122746971247 59.30012460459451)"
"POINT(15.169640494624486 59.30025926955059)"
"POINT(15.169394453493942 59.301523324873976)"
"POINT(15.172198827953547 59.303390767597485)"
"POINT(15.172156254994036 59.29987347576831)"
"POINT(15.172155498101214 59.30375753277662)"
"POINT(15.173703230879074 59.303812863972354)"
"POINT(15.173982397211589 59.29952069970097)"
"POINT(15.16891262270462 59.30051961925236)"
"POINT(15.177650182647643 59.30159197281298)"
"POINT(15.174538735129001 59.29907406407475)"
"POINT(15.168820914329864 59.30200260106761)"
"POINT(15.17407827934324 59.299516473884566)"
"POINT(15.174758788971355 59.299275644537566)"
"POINT(15.173856800921376 59.30320608846401)"
"POINT(15.173212834934672 59.3035356800068)"
"POINT(15.178039193752422 59.3034011571151)"
"POINT(15.177220072213895 59.30044520381371)"
"POINT(15.171677038855481 59.29956816787838)"
"POINT(15.177000474170786 59.302490399208615)"
"POINT(15.170171045064706 59.30330404665517)"
"POINT(15.176215761836879 59.29941820890627)"
"POINT(15.174206997847993 59.30327756452963)"
"POINT(15.166230740882725 59.30063227299452)"
"POINT(15.17193496051933 59.30251450956892)"
"POINT(15.176717531698129 59.30307545226946)"
"POINT(15.168376646870056 59.30102621674977)"
"POINT(15.172484562877594 59.30156902629324)"
"POINT(15.173628376795172 59.30226091115181)"
"POINT(15.17040970436912 59.30364491151631)"
"POINT(15.173229934428862 59.30164577169353)"
"POINT(15.169482590040683 59.30297444687797)"
"POINT(15.171283577934746 59.30141867475285)"
"POINT(15.176280812228244 59.303410221646395)"
"POINT(15.17516014153762 59.30110625952625)"
"POINT(15.168479693051923 59.3004585635128)"
"POINT(15.177988681729834 59.30243119083486)"
"POINT(15.169733387114348 59.29976133638158)"
"POINT(15.170660923805201 59.30172536884628)"
"POINT(15.17422568773212 59.30334617320046)"
"POINT(15.16829373943925 59.30176400682381)"
"POINT(15.174167332741582 59.30157234387622)"
"POINT(15.171805805686054 59.30177936408256)"
"POINT(15.176458632794205 59.30004934763753)"
"POINT(15.168086835549117 59.30240867303704)"
"POINT(15.174518000852943 59.30034052640229)"
"POINT(15.176657104915426 59.30183629833894)"
"POINT(15.166972612677952 59.30193133684046)"
"POINT(15.173996988851648 59.30043231163893)"
"POINT(15.174255483095818 59.30251381585133)"
"POINT(15.168877434585653 59.30097043100668)"
"POINT(15.17738280745626 59.300236104139465)"
"POINT(15.171758092484401 59.29993894557929)"
"POINT(15.171519106546839 59.30136433578916)"
"POINT(15.170170081825356 59.30339353135798)"
"POINT(15.172894784928623 59.30237088172192)"
"POINT(15.169119222513038 59.30269174349454)"
"POINT(15.171691043709886 59.30037447764657)"
"POINT(15.17013297465254 59.30213892133101)"
"POINT(15.171540715833077 59.30300212321078)"
"POINT(15.176561618531297 59.29991706919956)"
"POINT(15.170243202437446 59.30239055668928)"
"POINT(15.168993310402476 59.30110992363438)"
"POINT(15.173601176036344 59.30073047426333)"
"POINT(15.16895039836286 59.300595094418505)"
"POINT(16.51087260189771 59.623375028985315)"
"POINT(16.511288354173725 59.62609931396869)"
"POINT(16.517052580317316 59.624518517349365)"
"POINT(16.511887536403567 59.62664661392629)"
"POINT(16.513240786662056 59.62550816429738)"
"POINT(16.5137319458016 59.62145817539187)"
"POINT(16.5146428530006 59.62464049779002)"
"POINT(16.51579086644605 59.625231162005385)"
"POINT(16.51368993914219 59.6245540991618)"
"POINT(16.513650459492023 59.625019954173155)"
"POINT(16.514688609171433 59.62394841598229)"
"POINT(16.513315767094156 59.62494965102222)"
"POINT(16.514290081139848 59.625499312074474)"
"POINT(16.5161070576378 59.624573483755185)"
"POINT(16.513016021080507 59.62372592365993)"
"POINT(16.514130188869792 59.62276258959062)"
"POINT(16.513046398118526 59.623021251212016)"
"POINT(16.510636269939912 59.623902755234084)"
"POINT(16.514685001642285 59.62564065466945)"
"POINT(16.511750651441083 59.62532444788248)"
"POINT(16.508493338291906 59.625724904309685)"
"POINT(16.515847966174995 59.6241566115686)"
"POINT(16.51255015817951 59.6249267740397)"
"POINT(16.51383190930705 59.6252154846789)"
"POINT(16.51258953999096 59.623202616590675)"
"POINT(16.510994131591506 59.62625649107572)"
"POINT(16.51310756650013 59.6239985632533)"
"POINT(16.51085900116805 59.623836697102675)"
